

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002A0000000000000000000000000000000000000000000000,4C301350505660E4F66330B1E2E4CDB82B68C1A12F48114FFE3862F4E0F1C1EC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002B0000000000000000000000000000000000000000000000,C02E0F6B8FBDCB6A026F4B092E0C6095F881D4BBFE3D2D647B4C534C96592D60
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002C0000000000000000000000000000000000000000000000,FE616F01A637FF7623D5E5E5F18202851D80CBA59DEE30CF2E7AFA3325851C85
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002D0000000000000000000000000000000000000000000000,1668CD62E8BD921388F8816C2F7DD99E4E540662D0372E1D3426AB283080E331
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002E0000000000000000000000000000000000000000000000,4645B178D334F7D81B39689B17E31F0A513D34C34242EDEEE7E9327B27CABE9C
0000000000000000000000000000000000000000000000000000000000000000,00000000000000002F0000000000000000000000000000000000000000000000,D4753048DAB10AB3C714CE48A9059F96933B185E3046D1031C88926B0B20884E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000300000000000000000000000000000000000000000000000,AA5C3450C00AA025915EAC223448153F8E552AB813589EC78B039DB263C3D9C2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000310000000000000000000000000000000000000000000000,BEE66EFAF99884030CBECB96FBE5593CE7EBB3E237D17BE0DD01B6608FF104DE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000320000000000000000000000000000000000000000000000,4271DE3BB6E6CBF6E5018060D761871F1A126CAA4B77A8F7E3318443CB1DE08A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000330000000000000000000000000000000000000000000000,1D8A49CA7CE3585EACC6FE6EFB46AEFE7EA39467F05CCDB6E419E981076ED2A8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000340000000000000000000000000000000000000000000000,8A9C20F4550B0E1411A215C8BBA111B8E607442A8AD830D46861AD01DFF46C0D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000350000000000000000000000000000000000000000000000,7402EA268ACA8407921A068B47B756C164DF6FFDA639C1A9964A60619EC7DE5B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000360000000000000000000000000000000000000000000000,BA207289D164062CF8C18DB7A2E03005B36BD703FEB1FCCE59A682EE77D11BF1
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000370000000000000000000000000000000000000000000000,D291021BACB99DFE10F96564FE87001AB3F1C47E772BEA320DD769A5749E5D75
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000380000000000000000000000000000000000000000000000,B802BE574014589A65D083A533D0FE60415374941BA98D6B0A31E7CBB4767CD5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000390000000000000000000000000000000000000000000000,07AA19C7F0C39868A3CE31B3A9E6F915E55B596E3982872C5F3B321044067474
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003A0000000000000000000000000000000000000000000000,ED0B4BBA7236A7B20599085E645957A8A47C34DC74BB8A0E5BD612317C4C94FC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003B0000000000000000000000000000000000000000000000,01BBBB05E329F418D804505F3611FEB228B074143660E1347604B3CBC1B90FC4
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003C0000000000000000000000000000000000000000000000,FC33210A54310905912784FABBE72A4D9712180E31A03590E0EDE70EBC4C0986
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003D0000000000000000000000000000000000000000000000,C5040EF3EF61A87B2D05768C9A5FA6C6C7AB21242A376E7FDA865F2079264E78
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003E0000000000000000000000000000000000000000000000,CE30CC0B35708561B99545821FF2D03334C2700D63C77531D127F752ED170C8F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000003F0000000000000000000000000000000000000000000000,1FDF5188A3BE9537C879ED2B0F372CA0CAFBDEEEAA0A6EB5CCBDA226567417CD
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000400000000000000000000000000000000000000000000000,A72D4D4B98717E8B31CC86C5EFC587CD89F58AC6553A07970B933D1C5B508E48
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000410000000000000000000000000000000000000000000000,1E0F9C2CAD730F5DB3A4DD05708A157F28724A2F625C2F5BA24196D271FEEDCC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000420000000000000000000000000000000000000000000000,E30E456DB79C9454E24625AC73B2F79D6B5C20419E31F9C4F8080BBE510C99B4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000430000000000000000000000000000000000000000000000,482FCBDEEDC41DE230899C300DB1861EF4B54A3C449A3458773941EFBB2742DA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000440000000000000000000000000000000000000000000000,5AFC3D89266B5A4888E9117A95FC8AA7A3E93BEDF9700FD211E1861AF2C77A8C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000450000000000000000000000000000000000000000000000,38D31B1C5E270EBCC1E9644DA9EEBAC51C52C481B7086A099A3EFC3BC34DC249
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000460000000000000000000000000000000000000000000000,6CD6A3612D399FD82767B7EF034A227B7EA32BDCB62447E8F0FAC46451000C86
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000470000000000000000000000000000000000000000000000,BE9531C8F14BB462624A8D3B49BB3B0479643D62E819E3A3D60151B9A1412EAB
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000480000000000000000000000000000000000000000000000,FD8BDABA0B9822324445E4C856D97C1ECC03BDCB9731F09A3D1CE98FFB933AC6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000490000000000000000000000000000000000000000000000,020178A815C5EA6FD06BFA053A68F0CBB802819A2180B34DB4A74E13F7676121
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004A0000000000000000000000000000000000000000000000,FB28221538380498AA754B0936843EB2ACC9770C6210E4F9A409FC274A10D942
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004B0000000000000000000000000000000000000000000000,D4577146813250F0CFB1A53A8A7C70010EBC8C48FD9D043FF3E3101FB85BDE28
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004C0000000000000000000000000000000000000000000000,C5DD256BEB6222FE030B332474C9DF1DA86F56295AA74F178721A14B6E0B5BE0
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004D0000000000000000000000000000000000000000000000,B22CC4B2A9AA3162084BFF06D2B860D79DF5DFFEC8690D2707E92A42AF45F1B5
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004E0000000000000000000000000000000000000000000000,94B67BFFD50FF0B9B9A726E8645C88CEC7A2C7999A39BA42F801F7C96575BAA6
0000000000000000000000000000000000000000000000000000000000000000,00000000000000004F0000000000000000000000000000000000000000000000,472D00504739EE49733B3111A7615EC8C5070A2E11E85A42DEC96E007E78CA56
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000500000000000000000000000000000000000000000000000,39DB72F755E001CD77FCB6C0BC27D9B1255967A2E0DE3444238C06672E9236F3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000510000000000000000000000000000000000000000000000,99EC280D9082B796581B786B5663735FAAA0693AC3ACCE5A8F7F40B78CB8EBE1
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000520000000000000000000000000000000000000000000000,DEF0EE42E582A1D08C2F0E3B6F5700F49E9A8763B1CB1D3DBDA5101E37615D69
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000530000000000000000000000000000000000000000000000,30701C5D7059C2FFF43F3D3FC77A18496146FC3B66636A8DE362AFE8BEE3C6B0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000540000000000000000000000000000000000000000000000,F6431AD6523BDB4BDCED7D253AE4CEE7AB511F9EFDEC8944B198DD367BF9F0A0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000550000000000000000000000000000000000000000000000,73F1905D75A295F89AD03B5733F967D53D98B5F2A1A4DE58461EA1539EC01E3C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000560000000000000000000000000000000000000000000000,DB3ADD89A8CB9B5E01044DB5D7A869900CDE34F39560F5A76EB27A7FF5CEEC28
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000570000000000000000000000000000000000000000000000,F36F37EA13EA807866F84726E1178811B2D8B25ABE13732519D58106713DBF4E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000580000000000000000000000000000000000000000000000,66A5720F772FE65E9235A81D08F1599F026F9F0BA8786D61B38CF4AD3B02BA3A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000590000000000000000000000000000000000000000000000,009D275A2D73A0C3CCD53CC83267311E66F505342A010F9F399411BF7CF5F196
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005A0000000000000000000000000000000000000000000000,6CF295A96DDDBB6F0FD5B9314007BD8FF6538B6E8325F1A3DA57328775546806
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005B0000000000000000000000000000000000000000000000,0DE4963FA98898679CAF1318D9B7DC122F74CB94D3CC2C71C8258CA1647E9BEB
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005C0000000000000000000000000000000000000000000000,24CA7D7DC6BADEC97208F3AA987F91B29B392A150772D3BFDC2E4730FD91D59B
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005D0000000000000000000000000000000000000000000000,25F2883051033CF377FB846ACBD4A994C556E84C6A706A2F414FBB5726955A01
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005E0000000000000000000000000000000000000000000000,76E448058D88B9B9F9F775E9DC38CAB428FA70FB2AED74B332E4EDE8BD3C5A22
0000000000000000000000000000000000000000000000000000000000000000,00000000000000005F0000000000000000000000000000000000000000000000,CC5F3441DCDD454C6B727058D9CEA41F2B9B987C99716564F2D6869F7615AEA7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000600000000000000000000000000000000000000000000000,0FF2A942C94CC94E1EC6BEC7951686D8F1D297E9789F3A27D9C51FD59341E879
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000610000000000000000000000000000000000000000000000,19EA76C7B487D30B47DD967BD20B1AC9A4BB0251EBA5C8995623BB9EDF42EBCE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000620000000000000000000000000000000000000000000000,2438F7FE323A00C1A51C30EEF3337AFD63F5567299EC8A14EF34A81CB7C09ABA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000630000000000000000000000000000000000000000000000,A2D5D70A266DA917773EB16458F9EC6BAD4B229F0837DDA4A298C8927CA38A25
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000640000000000000000000000000000000000000000000000,E7505B72D751529DE2FB512864802EC27559990AC7EE8C0A461B2CA68E7A99A6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000650000000000000000000000000000000000000000000000,6067681ABD6CB8C700CAF9ED207EF307C0E7FA8A3723D25F442E43DA30288BA2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000660000000000000000000000000000000000000000000000,0C781E97E916A041A5DEB6BB53A967EA884D2A7884FBF8139FCE266E8ED8943C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000670000000000000000000000000000000000000000000000,C89F250EFA301D3E4C18AB7256E099F227C0448E943326897D1A611F8E2ED925
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000680000000000000000000000000000000000000000000000,D35DB395F0140126897CC449F46CCB0FA2B95E03093DD5593EB678043F9FB34F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000690000000000000000000000000000000000000000000000,461E657AACD522249B9B70A2D5D9B3995D1E7ABF10B41A01295B6EFE6C97B047
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006A0000000000000000000000000000000000000000000000,1C85E49D3175E3E1727A2B6BB1DFE6BB47B3416A7DAEC9E5E783CF3C54E9D820
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006B0000000000000000000000000000000000000000000000,64625E3A7AE0BC46EABEDD24540AA2370159B08251D97DA8D3993F41FF733ECC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006C0000000000000000000000000000000000000000000000,7D260073CC6B0E58806152D629D10F476F503459DC6958FD358F676444CCD80D
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006D0000000000000000000000000000000000000000000000,ABA7CCEABD182AF10B56B8975900067C931271191848776DF603782854EA2790
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006E0000000000000000000000000000000000000000000000,52E88410C14F99606C2D4E90D931EC08441AA7AABCFDB5DFD6E6E4779031376F
0000000000000000000000000000000000000000000000000000000000000000,00000000000000006F0000000000000000000000000000000000000000000000,486DBE237485D61ABF100E49CE5DA0B8F5B9DA4A59EB5F840029AE58989E68B3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000700000000000000000000000000000000000000000000000,DA2E3B408201454533A2D6A811E6BB98BD2DA527B5B12D7B70139CBE6155D0BB
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000710000000000000000000000000000000000000000000000,04F94571D0A6FA6B8A8E72978233B24980A6106F674CB9B3AC951939782414B3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000720000000000000000000000000000000000000000000000,DC0ED7A809C16AB40791C16D251E900215651AD23C954BC046C141CD20AAA8CC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000730000000000000000000000000000000000000000000000,0987D57ECB76EBDC2F55E3ADCE7C2FD64F459E5DE3056AED007E1EFCAAACB209
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000740000000000000000000000000000000000000000000000,44EB9996C8F6A190F303CC8C41F54080FD5D41A22EAE9157106D29D88CC1943C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000750000000000000000000000000000000000000000000000,A161A71ED70759414E723147161A0792B0BFD71EDD89078DA9FC41948F932B3B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000760000000000000000000000000000000000000000000000,9370AE6085541E72850CF7EF3D132CED10F9AB635D0D46930FF1385D03E3F138
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000770000000000000000000000000000000000000000000000,904E79D15051DC75513A4C705C5211813493B5B39CBAAC2D45C6D42A2E0BB77D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000780000000000000000000000000000000000000000000000,AEBF0AA3E3195D23A27DF91E5D727813152E8652432B25CAACDFCFE198F14AF9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000790000000000000000000000000000000000000000000000,2B59209564F0D4EDA0954691496574D043C2BFA664DDA883B425715296ADB38A
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007A0000000000000000000000000000000000000000000000,B79B4E0386FDC35CA1CB915CA113563EB14085BA03686D2A316E7C7AD1F4A457
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007B0000000000000000000000000000000000000000000000,14823D8867A522610C247BB0DE6312C6E5DE5302E2804E10E720107E93F5CE35
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007C0000000000000000000000000000000000000000000000,53094A3D39A782D6DE20C98A55244FE092EAD684DF9CD8FB4E7B96023D68D805
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007D0000000000000000000000000000000000000000000000,4516D9D8D272F1245EB8599CA24F313117F2147162976E4E4025DBCC8E1D12C0
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007E0000000000000000000000000000000000000000000000,D382DF3A63D2A92397226FED43DDEFDC31E645DC6C6F4312A4F5CB561EB03B62
0000000000000000000000000000000000000000000000000000000000000000,00000000000000007F0000000000000000000000000000000000000000000000,B25D5D9AFEC324C875F5EC52DECF287035D2DEDEAC867F1DE030553D08542A8E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000800000000000000000000000000000000000000000000000,8EE81C403A79C27CDC78FDE349E40D8DAECB1C0CFFCEFC051973D8062167CDEF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000810000000000000000000000000000000000000000000000,2C049883FEA4DC9BD2062528F02AF8D96B81916103044CBB4F959ED7A22053AE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000820000000000000000000000000000000000000000000000,3F074958004EFC53178BE6A0173A1A284DB7391CC54069987430386AE8B4AE8C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000830000000000000000000000000000000000000000000000,2460316B46A7113ED185010E579E9B39BC0149D5BE358296B869B3971C646AE9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000840000000000000000000000000000000000000000000000,8B86C10CE20D07DB2A273AE4F36406810CE86F5003D60913C1EB97C22D50CD2F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000850000000000000000000000000000000000000000000000,8B0BA2C59DF7FB5C363F5D9970C43EAB9C1DF40FCB7AFF4A1C5A29328B0A87F2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000860000000000000000000000000000000000000000000000,AD4DCAE2808BEECB6E9E314811F5073B0F0098CC9B8093D4059B8138D663031D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000870000000000000000000000000000000000000000000000,ADE03BB16939992470279BF1CE3A74F34AB2BBBB18BDB3753FC0A6E014C454A8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000880000000000000000000000000000000000000000000000,7E663440093AA1F4575E9B440CABA53760EDF13EBDFBAC72A5DE7CE886A8820B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000890000000000000000000000000000000000000000000000,F7052AE1F84A32177C5731BCE372471A40E65C10E23EA69A54F1039E0372D91D
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008A0000000000000000000000000000000000000000000000,9CAFC41875F1130D98C48F3A2FDF72F8E4BC76B8F2CC909E4441369477CFDF71
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008B0000000000000000000000000000000000000000000000,8540DA0E416143FED357AC20D2DE4BC3697A8406DCED7B88D9E774E02384FCD7
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008C0000000000000000000000000000000000000000000000,07E8AEDB744EEC1973CBEADA58159E65F0E3F391B1406C9CE0D7E53FDE721F21
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008D0000000000000000000000000000000000000000000000,3B4DD0F6650473BDB111E422E6184A622F532F98C4CA898AED46E1699CA6903D
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008E0000000000000000000000000000000000000000000000,DC7982FBAC42C043E3E1489538069D860DE77DDE54742F09043FDF7BEA8AA3AD
0000000000000000000000000000000000000000000000000000000000000000,00000000000000008F0000000000000000000000000000000000000000000000,267E8548B99DBCA5A195B031639004C5B2499AA2000DEEB856F989FC18675C80
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000900000000000000000000000000000000000000000000000,EC86566DAD8AF303C56239018E7AD9E299E29AECC7A20D54D0001A4A6771266E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000910000000000000000000000000000000000000000000000,4C81CD0634DC9BC43BDC0FAD4B7255C206355C40869F883EF1383C5A2B2A389F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000920000000000000000000000000000000000000000000000,80895D4B79C67E9B06230324789DCFB0381FF37B2A87DC2386A584169A5D6F3A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000930000000000000000000000000000000000000000000000,023FF827DC5CA0C46D7E66A96DC27685BDF6FBA1499E43439DF0A1E2454A1E30
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000940000000000000000000000000000000000000000000000,BCF4DC585CED2C93E881391058F4E9AA70AE6C369D2CEF55C2A0145721B81E81
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000950000000000000000000000000000000000000000000000,272FB1586445DAD26951BF593732B53289D5807E3425CD29A2243E47DBA0166F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000960000000000000000000000000000000000000000000000,E02144091222F1B085DDD84EE80BD8E57AD44E424FD82F5D0A3DACE69C7C23FD
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000970000000000000000000000000000000000000000000000,5EE4A188DCF142AA123734002A6BA08FD9D082275CAECBF3C08412118AB1A0FE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000980000000000000000000000000000000000000000000000,910A97451FB7673AEBABBD667A46E65272928E039E9FDF84E2AED25EA77D36C5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000990000000000000000000000000000000000000000000000,115FAE27EDBEA492F64B1EAC6258CFDF6D904B95BF457D03E129AFFE20F87AE9
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009A0000000000000000000000000000000000000000000000,539B409297440C06BCCEBB1BEFE6D54567229860428ED3955BEBA04E1356BA4E
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009B0000000000000000000000000000000000000000000000,4A37327F3AC27B2E26023862504877718BE350BF4D80D796DE0B469E3C481162
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009C0000000000000000000000000000000000000000000000,8E29027B4C952B6A6B4FF64FE6F81880D378569496900011F5A657CDFEC2688E
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009D0000000000000000000000000000000000000000000000,3052F00244C43130A866EFA6F73687C4C7A106C0273A5841D0A92DE880472EEA
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009E0000000000000000000000000000000000000000000000,339CE9F18963D7DB7A3D539E2C11016A8C3800FA0FE9C4C4845AA28EA429AE0C
0000000000000000000000000000000000000000000000000000000000000000,00000000000000009F0000000000000000000000000000000000000000000000,5BA7BAD248E708FD6EE15BDB548D2C1BCC75020E05C4B2BD6C46881D9BCF906D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A00000000000000000000000000000000000000000000000,5001DDC40095E53422D06256411FD47EE2159AF1A8248201C8F2838A799F2A98
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A10000000000000000000000000000000000000000000000,781B1E2EA6B7406BC217C5978A1F5DF9C57F5F3ED051B2B485F5113280166E60
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A20000000000000000000000000000000000000000000000,83A30D8B94BA5A8C8357D10C164C039AE9D69914DE54408DBF42D6FA1BF37868
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A30000000000000000000000000000000000000000000000,10F56790C1AF079989CDB626AA029B2895101432F8D101CAB8F38CEC9FD92A67
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A40000000000000000000000000000000000000000000000,53DF347B9355AA8A32AAB563C3C9E69BCCC3C0B5A6787811E9E998313D4E996F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A50000000000000000000000000000000000000000000000,E190EF232BB3039583D5F90D7F1331B484A8B4F5B7FEA6383DAD2DB46A29A38A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A60000000000000000000000000000000000000000000000,E6120C5170888B0CB18F7C1A0471BCC1B968DA6624A0D309316B92F9868AA453
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A70000000000000000000000000000000000000000000000,2411DAE0E9BC10AC489AEEA7FA0F68260B22F9DD05DACEE8FCF25B2F28F26141
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A80000000000000000000000000000000000000000000000,3C200C360672F2EA8ED1918EE6EE49623636090DF61A33E78CB16920BFC46F38
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000A90000000000000000000000000000000000000000000000,26E88903214F9EA2657A857D1E77B2A59784EC3A8C230C6D3F5153EC13ADF22D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AA0000000000000000000000000000000000000000000000,E418000CD913DD11D83833512BF6B96426D0EFE7FC575C167828C24B56C1A48B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AB0000000000000000000000000000000000000000000000,C57A4DB09CA7D1823B2FEC10AB41889996640E6538ED4FFA0C53773A684768A0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AC0000000000000000000000000000000000000000000000,1899D3BA1BD175E7DF89E357E056E7F002C7A74C8721205BAB289231298295A6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AD0000000000000000000000000000000000000000000000,244446B27C7BED735C8D2ABF39F03A4A206BD5D1529AF7A985A09AD8E8681735
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AE0000000000000000000000000000000000000000000000,97B59CAA4AB0F42878B01ABD5E35793D7DBC9A1FBC05D4C28C55DAD5299B29AA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000AF0000000000000000000000000000000000000000000000,7D6A662231ACE924FB8E4F5C372118BFCB160948BB338FC523C3627FA247F10C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B00000000000000000000000000000000000000000000000,19F316FAD1B6223347623D1E09746462553A9DAB9AF80950DC135334344A0FE3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B10000000000000000000000000000000000000000000000,2B9D23228DCE6639005F4A80EFC15BF96AC73806C916A2825B8D5FF21472CD1F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B20000000000000000000000000000000000000000000000,5D71F6656F76DD260792BCAB0E873F9F9FA9DF6C65D2E0B3EC163703C1E440F2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B30000000000000000000000000000000000000000000000,2DA6093C04640CC40276CC806C2B06032975B33585E03CA008E749F2842DC20C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B40000000000000000000000000000000000000000000000,62A0E9BB3981EAFA7DAE48221362B8CC4C66E3051296A226AB21DC4B4E112ADA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B50000000000000000000000000000000000000000000000,F65691E09565EB63BE45B8ADA71A9AB88271736011B664196034281F94698F20
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B60000000000000000000000000000000000000000000000,2F5019C29110CAC4D559B501670C1B1BF5FD6CFAF6F034E5ECDAFFB1EE0BD51F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B70000000000000000000000000000000000000000000000,6B1C729E1D7E387D8E715B57D98891753BE3C84E3820512E32989D01EC6A7D6B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B80000000000000000000000000000000000000000000000,A1709200445CD72C8066E11F674F9A06166C9FC1EBCE871C7CFDA4D61D00D3D6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000B90000000000000000000000000000000000000000000000,25911259615A24549CB0B41A71801264350A812C004A51D89F0F08482068D6F8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BA0000000000000000000000000000000000000000000000,344A1F4EC3F3D11C953274FE57841E9F5230F2DA48DE0A231E2C9922F48FD992
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BB0000000000000000000000000000000000000000000000,079BC4B7FA00A5CF7A0E58DED3F9DFA9785FBA183C218F9C5A3536E865783E58
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BC0000000000000000000000000000000000000000000000,BDAF25FB0CD756A46986566DCADEF955B256D760CF640AD8438EC9C4AE9972A9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BD0000000000000000000000000000000000000000000000,CF8CD1A8E6A8DD0CFC85837541700A6C9BDF14A6FFC336CBA604986E1375A8E0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BE0000000000000000000000000000000000000000000000,34D845D5077DD016055A9F2333A3234D46EC41459F5A120EE5B9B5B379EAA762
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000BF0000000000000000000000000000000000000000000000,F417D323024D4E34AC4D430006DA33A99560F2EE281A582010F9ACA5F3355152
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C00000000000000000000000000000000000000000000000,4628E9F1D0638F2BE5AF6048CCCEB06B9AFBBB185B499BE879009835512146DC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C10000000000000000000000000000000000000000000000,82DF5A8EC063EC1EFF50912093F033631729C23A40538C9674C99A57F5F5B17C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C20000000000000000000000000000000000000000000000,47B7B0533EEB10C3A897A597F07C988EF007F303D7F3556822DC25EB74A49ADA
